,Agility
2998,58
2999,66
3000,76
3001,48
3002,78
3003,73
3004,61
3005,66
3006,79
3007,33
3008,79
3009,79
3010,65
3011,67
3012,45
3013,47
3014,71
3015,55
3016,59
3017,65
3018,79
3019,70
3020,73
3021,75
3022,72
3023,81
3024,70
3025,59
3026,62
3027,53
3028,71
3029,54
3030,87
3031,73
3032,70
3033,74
3034,77
3035,61
3036,75
3037,78
3038,69
3039,58
3040,69
3041,80
3042,73
3043,67
3044,32
3045,87
3046,70
3047,69
3048,60
3049,42
3050,72
3051,19
3052,65
3053,37
3054,52
3055,66
3056,83
3057,83
3058,64
3059,46
3060,46
3061,79
3062,80
3063,55
3064,60
3065,79
3066,90
3067,68
3068,61
3069,75
3070,64
3071,72
3072,86
3073,74
3074,68
3075,77
3076,83
3077,60
3078,63
3079,82
3080,52
3081,91
3082,86
3083,31
3084,40
3085,83
3086,75
3087,76
3088,72
3089,36
3090,73
3091,77
3092,61
3093,67
3094,30
3095,60
3096,67
3097,75
3098,65
3099,45
3100,45
3101,74
3102,68
3103,68
3104,74
3105,76
3106,47
3107,79
3108,54
3109,92
3110,82
3111,82
3112,65
3113,54
3114,75
3115,55
3116,51
3117,68
3118,85
3119,44
3120,58
3121,56
3122,34
3123,71
3124,68
3125,31
3126,79
3127,55
3128,62
3129,44
3130,75
3131,70
3132,69
3133,69
3134,80
3135,59
3136,36
3137,66
3138,62
3139,75
3140,79
3141,69
3142,71
3143,72
3144,56
3145,62
3146,32
3147,67
3148,68
3149,75
3150,91
3151,33
3152,81
3153,66
3154,82
3155,60
3156,72
3157,93
3158,67
3159,55
3160,72
3161,40
3162,40
3163,44
3164,60
3165,79
3166,67
3167,47
3168,36
3169,92
3170,89
3171,68
3172,60
3173,74
3174,75
3175,45
3176,53
3177,78
3178,46
3179,81
3180,75
3181,46
3182,66
3183,61
3184,59
3185,89
3186,80
3187,78
3188,65
3189,42
3190,80
3191,56
3192,80
3193,65
3194,70
3195,68
3196,75
3197,86
3198,59
3199,72
3200,82
3201,58
3202,85
3203,69
3204,76
3205,85
3206,46
3207,70
3208,77
3209,74
3210,51
3211,73
3212,78
3213,78
3214,63
3215,72
3216,86
3217,84
3218,74
3219,61
3220,64
3221,70
3222,59
3223,73
3224,73
3225,42
3226,66
3227,70
3228,80
3229,64
3230,64
3231,74
3232,62
3233,73
3234,72
3235,78
3236,74
3237,61
3238,79
3239,69
3240,84
3241,48
3242,61
3243,77
3244,89
3245,72
3246,77
3247,91
3248,86
3249,58
3250,59
3251,69
3252,85
3253,74
3254,39
3255,62
3256,53
3257,62
3258,70
3259,72
3260,56
3261,41
3262,61
3263,68
3264,68
3265,39
3266,82
3267,84
3268,70
3269,69
3270,78
3271,42
3272,61
3273,40
3274,79
3275,78
3276,81
3277,44
3278,67
3279,33
3280,78
3281,80
3282,58
3283,76
3284,74
3285,75
3286,65
3287,83
3288,68
3289,62
3290,62
3291,61
3292,82
3293,75
3294,82
3295,77
3296,69
3297,54
3298,81
3299,55
3300,79
3301,76
3302,64
3303,39
3304,70
3305,69
3306,81
3307,73
3308,87
3309,77
3310,48
3311,74
3312,84
3313,78
3314,61
3315,61
3316,75
3317,70
3318,31
3319,60
3320,62
3321,62
3322,77
3323,69
3324,63
3325,80
3326,77
3327,73
3328,69
3329,63
3330,62
3331,68
3332,77
3333,82
3334,28
3335,65
3336,64
3337,63
3338,72
3339,81
3340,81
3341,84
3342,75
3343,77
3344,77
3345,84
3346,77
3347,56
3348,68
3349,77
3350,54
3351,30
3352,85
3353,40
3354,36
3355,76
3356,23
3357,57
3358,68
3359,76
3360,57
3361,85
3362,69
3363,70
3364,54
3365,64
3366,64
3367,33
3368,67
3369,65
3370,49
3371,41
3372,45
3373,66
3374,82
3375,64
3376,76
3377,53
3378,91
3379,65
3380,89
3381,73
3382,81
3383,57
3384,89
3385,61
3386,54
3387,59
3388,55
3389,76
3390,70
3391,71
3392,92
3393,75
3394,49
3395,69
3396,78
3397,56
3398,80
3399,74
3400,78
3401,59
3402,78
3403,72
3404,57
3405,51
3406,72
3407,38
3408,71
3409,78
3410,58
3411,71
3412,75
3413,82
3414,68
3415,66
3416,81
3417,81
3418,65
3419,56
3420,73
3421,60
3422,92
3423,55
3424,77
3425,84
3426,74
3427,57
3428,70
3429,69
3430,73
3431,68
3432,69
3433,78
3434,90
3435,70
3436,75
3437,74
3438,75
3439,87
3440,68
3441,48
3442,82
3443,69
3444,75
3445,77
3446,61
3447,78
3448,67
3449,48
3450,78
3451,47
3452,77
3453,85
3454,78
3455,65
3456,39
3457,57
3458,90
3459,72
3460,85
3461,76
3462,35
3463,75
3464,63
3465,41
3466,85
3467,54
3468,54
3469,78
3470,75
3471,80
3472,66
3473,65
3474,65
3475,86
3476,38
3477,57
3478,81
3479,59
3480,78
3481,69
3482,33
3483,78
3484,60
3485,60
3486,55
3487,72
3488,71
3489,54
3490,67
3491,91
3492,80
3493,51
3494,80
3495,62
3496,48
3497,72
3498,75
3499,59
3500,79
3501,71
3502,65
3503,75
3504,53
3505,53
3506,59
3507,79
3508,91
3509,73
3510,71
3511,63
3512,74
3513,72
3514,77
3515,56
3516,65
3517,70
3518,51
3519,51
3520,73
3521,72
3522,66
3523,81
3524,68
3525,67
3526,60
3527,62
3528,61
3529,73
3530,71
3531,62
3532,78
3533,49
3534,40
3535,69
3536,74
3537,79
3538,69
3539,58
3540,77
3541,45
3542,65
3543,49
3544,73
3545,62
3546,76
3547,62
3548,87
3549,66
3550,75
3551,71
3552,77
3553,83
3554,87
3555,65
3556,54
3557,65
3558,72
3559,71
3560,80
3561,71
3562,75
3563,77
3564,79
3565,82
3566,69
3567,72
3568,75
3569,80
3570,80
3571,44
3572,68
3573,62
3574,63
3575,61
3576,75
3577,61
3578,30
3579,68
3580,81
3581,43
3582,64
3583,66
3584,33
3585,62
3586,84
3587,72
3588,75
3589,49
3590,68
3591,65
3592,30
3593,64
3594,55
3595,72
3596,71
3597,51
3598,72
3599,81
3600,70
3601,70
3602,78
3603,78
3604,72
3605,58
3606,54
3607,50
3608,66
3609,72
3610,43
3611,59
3612,64
3613,45
3614,69
3615,87
3616,78
3617,65
3618,30
3619,38
3620,74
3621,74
3622,75
3623,51
3624,77
3625,77
3626,72
3627,81
3628,81
3629,65
3630,73
3631,57
3632,84
3633,74
3634,75
3635,72
3636,83
3637,68
3638,73
3639,72
3640,57
3641,30
3642,80
3643,69
3644,83
3645,90
3646,61
3647,67
3648,71
3649,81
3650,72
3651,45
3652,32
3653,64
3654,31
3655,62
3656,45
3657,58
3658,70
3659,40
3660,85
3661,56
3662,87
3663,72
3664,73
3665,65
3666,55
3667,67
3668,60
3669,87
3670,46
3671,47
3672,47
3673,71
3674,71
3675,65
3676,69
3677,76
3678,68
3679,75
3680,70
3681,47
3682,75
3683,50
3684,84
3685,76
3686,33
3687,82
3688,51
3689,56
3690,72
3691,62
3692,68
3693,33
3694,66
3695,63
3696,45
3697,74
3698,65
3699,66
3700,54
3701,83
3702,75
3703,85
3704,81
3705,65
3706,64
3707,70
3708,71
3709,70
3710,63
3711,50
3712,40
3713,76
3714,81
3715,53
3716,56
3717,67
3718,49
3719,75
3720,74
3721,57
3722,69
3723,69
3724,79
3725,56
3726,63
3727,77
3728,68
3729,91
3730,64
3731,78
3732,45
3733,70
3734,77
3735,60
3736,72
3737,83
3738,92
3739,81
3740,70
3741,63
3742,78
3743,70
3744,84
3745,73
3746,86
3747,61
3748,74
3749,73
3750,58
3751,68
3752,84
3753,80
3754,95
3755,88
3756,72
3757,82
3758,69
3759,61
3760,70
3761,42
3762,82
3763,60
3764,64
3765,70
3766,55
3767,80
3768,66
3769,68
3770,56
3771,73
3772,34
3773,72
3774,72
3775,59
3776,78
3777,74
3778,58
3779,63
3780,71
3781,78
3782,66
3783,73
3784,75
3785,76
3786,77
3787,58
3788,61
3789,54
3790,77
3791,67
3792,72
3793,64
3794,75
3795,56
3796,65
3797,66
3798,62
3799,71
3800,92
3801,34
3802,70
3803,57
3804,69
3805,84
3806,52
3807,66
3808,59
3809,80
3810,72
3811,67
3812,57
3813,65
3814,63
3815,46
3816,41
3817,77
3818,55
3819,68
3820,63
3821,35
3822,47
3823,77
3824,78
3825,78
3826,61
3827,69
3828,64
3829,49
3830,60
3831,75
3832,32
3833,61
3834,75
3835,40
3836,78
3837,74
3838,78
3839,76
3840,77
3841,70
3842,64
3843,84
3844,69
3845,58
3846,81
3847,68
3848,56
3849,68
3850,34
3851,50
3852,67
3853,82
3854,79
3855,73
3856,64
3857,61
3858,68
3859,68
3860,60
3861,86
3862,61
3863,79
3864,79
3865,90
3866,77
3867,52
3868,24
3869,86
3870,69
3871,75
3872,56
3873,85
3874,59
3875,38
3876,38
3877,56
3878,83
3879,75
3880,72
3881,78
3882,30
3883,55
3884,53
3885,54
3886,66
3887,91
3888,76
3889,64
3890,51
3891,48
3892,53
3893,66
3894,56
3895,76
3896,57
3897,62
3898,73
3899,72
3900,75
3901,35
3902,74
3903,39
3904,67
3905,57
3906,34
3907,66
3908,72
3909,51
3910,64
3911,68
3912,67
3913,80
3914,28
3915,74
3916,58
3917,69
3918,39
3919,79
3920,62
3921,42
3922,43
3923,67
3924,83
3925,69
3926,58
3927,58
3928,75
3929,75
3930,76
3931,75
3932,69
3933,83
3934,75
3935,66
3936,87
3937,72
3938,72
3939,87
3940,42
3941,69
3942,59
3943,52
3944,60
3945,71
3946,74
3947,42
3948,67
3949,69
3950,33
3951,69
3952,78
3953,73
3954,77
3955,75
3956,60
3957,53
3958,57
3959,65
3960,64
3961,71
3962,71
3963,81
3964,68
3965,69
3966,93
3967,60
3968,43
3969,43
3970,85
3971,56
3972,34
3973,85
3974,61
3975,73
3976,37
3977,62
3978,62
3979,85
3980,76
3981,77
3982,71
3983,62
3984,80
3985,79
3986,75
3987,92
3988,38
3989,54
3990,76
3991,82
3992,60
3993,52
3994,54
3995,63
3996,55
3997,59
3998,75
3999,49
4000,42
4001,77
4002,79
4003,53
4004,73
4005,45
4006,67
4007,60
4008,64
4009,46
4010,90
4011,84
4012,50
4013,84
4014,65
4015,69
4016,59
4017,37
4018,47
4019,50
4020,51
4021,71
4022,34
4023,62
4024,86
4025,71
4026,39
4027,66
4028,66
4029,66
4030,54
4031,76
4032,74
4033,55
4034,75
4035,72
4036,57
4037,82
4038,76
4039,60
4040,72
4041,56
4042,71
4043,68
4044,76
4045,30
4046,47
4047,79
4048,72
4049,37
4050,85
4051,75
4052,70
4053,79
4054,45
4055,59
4056,40
4057,63
4058,65
4059,71
4060,39
4061,14
4062,71
4063,78
4064,54
4065,62
4066,72
4067,48
4068,68
4069,59
4070,78
4071,67
4072,68
4073,55
4074,83
4075,41
4076,71
4077,76
4078,84
4079,72
4080,72
4081,65
4082,72
4083,62
4084,65
4085,39
4086,73
4087,86
4088,59
4089,75
4090,62
4091,45
4092,77
4093,61
4094,62
4095,33
4096,57
4097,23
4098,79
4099,62
4100,70
4101,84
4102,53
4103,72
4104,74
4105,68
4106,63
4107,67
4108,60
4109,64
4110,52
4111,56
4112,62
4113,61
4114,64
4115,79
4116,64
4117,88
4118,47
4119,67
4120,88
4121,78
4122,75
4123,61
4124,79
4125,58
4126,60
4127,41
4128,72
4129,68
4130,60
4131,60
4132,59
4133,69
4134,76
4135,62
4136,80
4137,74
4138,78
4139,81
4140,73
4141,78
4142,70
4143,62
4144,67
4145,76
4146,78
4147,76
4148,57
4149,68
4150,79
4151,80
4152,66
4153,75
4154,42
4155,75
4156,70
4157,60
4158,78
4159,62
4160,28
4161,56
4162,41
4163,79
4164,75
4165,72
4166,50
4167,40
4168,55
4169,67
4170,76
4171,65
4172,80
4173,40
4174,41
4175,32
4176,39
4177,68
4178,41
4179,60
4180,83
4181,69
4182,69
4183,67
4184,71
4185,79
4186,54
4187,76
4188,74
4189,81
4190,71
4191,77
4192,66
4193,65
4194,59
4195,79
4196,78
4197,85
4198,70
4199,65
4200,73
4201,69
4202,71
4203,79
4204,85
4205,59
4206,52
4207,79
4208,70
4209,66
4210,67
4211,69
4212,63
4213,88
4214,82
4215,38
4216,36
4217,91
4218,79
4219,80
4220,76
4221,64
4222,43
4223,43
4224,89
4225,44
4226,70
4227,73
4228,59
4229,71
4230,73
4231,66
4232,28
4233,28
4234,74
4235,74
4236,32
4237,39
4238,72
4239,70
4240,72
4241,43
4242,83
4243,37
4244,66
4245,84
4246,63
4247,58
4248,76
4249,70
4250,84
4251,52
4252,37
4253,71
4254,43
4255,85
4256,74
4257,85
4258,59
4259,72
4260,65
4261,71
4262,61
4263,60
4264,51
4265,85
4266,75
4267,75
4268,71
4269,59
4270,30
4271,83
4272,61
4273,78
4274,66
4275,75
4276,68
4277,83
4278,71
4279,78
4280,80
4281,79
4282,74
4283,71
4284,71
4285,82
4286,72
4287,79
4288,32
4289,58
4290,73
4291,34
4292,68
4293,62
4294,47
4295,75
4296,60
4297,71
4298,51
4299,74
4300,86
4301,79
4302,69
4303,75
4304,36
4305,63
4306,60
4307,85
4308,63
4309,72
4310,67
4311,65
4312,42
4313,73
4314,62
4315,53
4316,56
4317,65
4318,82
4319,89
4320,76
4321,77
4322,73
4323,73
4324,72
4325,52
4326,72
4327,67
4328,33
4329,58
4330,67
4331,75
4332,33
4333,63
4334,84
4335,84
4336,73
4337,69
4338,78
4339,72
4340,68
4341,38
4342,45
4343,56
4344,67
4345,75
4346,34
4347,36
4348,91
4349,68
4350,83
4351,51
4352,46
4353,93
4354,74
4355,79
4356,67
4357,66
4358,76
4359,47
4360,89
4361,67
4362,58
4363,66
4364,64
4365,65
4366,78
4367,62
4368,62
4369,82
4370,61
4371,60
4372,84
4373,80
4374,34
4375,78
4376,78
4377,90
4378,67
4379,77
4380,76
4381,86
4382,45
4383,45
4384,65
4385,84
4386,84
4387,35
4388,34
4389,78
4390,43
4391,74
4392,59
4393,30
4394,69
4395,73
4396,78
4397,74
4398,62
4399,76
4400,84
4401,66
4402,82
4403,71
4404,59
4405,63
4406,77
4407,37
4408,76
4409,52
4410,51
4411,68
4412,72
4413,64
4414,49
4415,67
4416,50
4417,68
4418,75
4419,81
4420,37
4421,65
4422,87
4423,70
4424,73
4425,70
4426,74
4427,73
4428,78
4429,88
4430,75
4431,67
4432,71
4433,38
4434,68
4435,59
4436,74
4437,74
4438,77
4439,93
4440,57
4441,64
4442,80
4443,60
4444,76
4445,60
4446,62
4447,68
4448,62
4449,76
4450,74
4451,55
4452,75
4453,69
4454,76
4455,72
4456,80
4457,76
4458,59
4459,43
4460,72
4461,35
4462,80
4463,44
4464,73
4465,84
4466,72
4467,33
4468,65
4469,72
4470,60
4471,62
4472,81
4473,83
4474,79
4475,55
4476,58
4477,70
4478,88
4479,68
4480,69
4481,65
4482,70
4483,71
4484,44
4485,93
4486,71
4487,74
4488,74
4489,86
4490,69
4491,64
4492,63
4493,65
4494,74
4495,52
4496,80
4497,70
4498,90
4499,85
4500,46
4501,76
4502,52
4503,70
4504,43
4505,89
4506,87
4507,75
4508,79
4509,82
4510,30
4511,78
4512,60
4513,82
4514,69
4515,57
4516,71
4517,82
4518,36
4519,72
4520,43
4521,80
4522,67
4523,34
4524,81
4525,68
4526,73
4527,60
4528,66
4529,58
4530,82
4531,69
4532,73
4533,74
4534,53
4535,73
4536,54
4537,58
4538,68
4539,68
4540,76
4541,72
4542,70
4543,55
4544,74
4545,67
4546,63
4547,72
4548,76
4549,55
4550,68
4551,81
4552,61
4553,74
4554,70
4555,23
4556,67
4557,80
4558,70
4559,66
4560,62
4561,68
4562,76
4563,72
4564,74
4565,61
4566,69
4567,32
4568,90
4569,51
4570,89
4571,67
4572,62
4573,62
4574,71
4575,72
4576,76
4577,60
4578,38
4579,73
4580,75
4581,84
4582,74
4583,61
4584,81
4585,60
4586,47
4587,65
4588,63
4589,63
4590,63
4591,60
4592,75
4593,77
4594,90
4595,69
4596,51
4597,45
4598,71
4599,67
4600,22
4601,79
4602,78
4603,86
4604,35
4605,70
4606,54
4607,76
4608,72
4609,63
4610,58
4611,76
4612,76
4613,84
4614,33
4615,69
4616,21
4617,64
4618,25
4619,51
4620,62
4621,68
4622,36
4623,68
4624,73
4625,69
4626,71
4627,82
4628,42
4629,65
4630,62
4631,56
4632,76
4633,73
4634,45
4635,43
4636,54
4637,32
4638,65
4639,50
4640,76
4641,76
4642,69
4643,80
4644,42
4645,87
4646,77
4647,70
4648,68
4649,43
4650,49
4651,63
4652,43
4653,71
4654,32
4655,68
4656,64
4657,84
4658,60
4659,55
4660,74
4661,69
4662,57
4663,44
4664,69
4665,64
4666,81
4667,77
4668,67
4669,73
4670,47
4671,76
4672,69
4673,45
4674,79
4675,33
4676,33
4677,60
4678,54
4679,59
4680,54
4681,60
4682,80
4683,65
4684,81
4685,65
4686,62
4687,59
4688,68
4689,74
4690,33
4691,42
4692,42
4693,62
4694,59
4695,88
4696,61
4697,62
4698,64
4699,71
4700,58
4701,33
4702,62
4703,33
4704,55
4705,44
4706,78
4707,77
4708,68
4709,56
4710,73
4711,32
4712,41
4713,90
4714,47
4715,72
4716,67
4717,67
4718,70
4719,88
4720,72
4721,73
4722,90
4723,82
4724,45
4725,73
4726,74
4727,56
4728,62
4729,77
4730,51
4731,61
4732,61
4733,31
4734,75
4735,71
4736,63
4737,35
4738,52
4739,70
4740,59
4741,61
4742,60
4743,60
4744,68
4745,72
4746,82
4747,72
4748,71
4749,19
4750,86
4751,66
4752,52
4753,38
4754,39
4755,48
4756,52
4757,74
4758,47
4759,69
4760,34
4761,63
4762,71
4763,77
4764,70
4765,45
4766,87
4767,64
4768,75
4769,48
4770,53
4771,64
4772,36
4773,55
4774,41
4775,71
4776,70
4777,84
4778,91
4779,74
4780,48
4781,76
4782,72
4783,74
4784,51
4785,62
4786,88
4787,72
4788,47
4789,82
4790,80
4791,56
4792,65
4793,81
4794,81
4795,47
4796,67
4797,63
4798,50
4799,60
4800,74
4801,75
4802,78
4803,29
4804,74
4805,52
4806,67
4807,73
4808,45
4809,46
4810,28
4811,76
4812,61
4813,70
4814,83
4815,88
4816,48
4817,86
4818,87
4819,44
4820,73
4821,68
4822,39
4823,63
4824,75
4825,72
4826,59
4827,64
4828,74
4829,48
4830,63
4831,69
4832,74
4833,62
4834,63
4835,81
4836,70
4837,34
4838,56
4839,81
4840,62
4841,32
4842,79
4843,69
4844,76
4845,76
4846,75
4847,59
4848,68
4849,79
4850,38
4851,79
4852,75
4853,73
4854,64
4855,61
4856,80
4857,76
4858,49
4859,57
4860,82
4861,80
4862,62
4863,65
4864,71
4865,75
4866,73
4867,82
4868,75
4869,76
4870,71
4871,62
4872,65
4873,88
4874,84
4875,72
4876,69
4877,33
4878,67
4879,67
4880,63
4881,73
4882,80
4883,35
4884,80
4885,77
4886,47
4887,81
4888,68
4889,35
4890,65
4891,72
4892,87
4893,77
4894,31
4895,72
4896,72
4897,41
4898,47
4899,53
4900,74
4901,67
4902,77
4903,72
4904,59
4905,66
4906,33
4907,72
4908,62
4909,21
4910,57
4911,61
4912,76
4913,76
4914,65
4915,68
4916,52
4917,78
4918,61
4919,80
4920,77
4921,32
4922,47
4923,71
4924,64
4925,68
4926,66
4927,73
4928,55
4929,69
4930,33
4931,77
4932,64
4933,86
4934,90
4935,67
4936,72
4937,66
4938,35
4939,69
4940,39
4941,34
4942,82
4943,84
4944,74
4945,69
4946,55
4947,55
4948,67
4949,65
4950,57
4951,70
4952,36
4953,77
4954,71
4955,57
4956,52
4957,59
4958,41
4959,71
4960,80
4961,73
4962,83
4963,30
4964,72
4965,68
4966,68
4967,77
4968,53
4969,61
4970,85
4971,61
4972,59
4973,31
4974,47
4975,80
4976,67
4977,72
4978,81
4979,46
4980,69
4981,77
4982,76
4983,79
4984,77
4985,75
4986,74
4987,30
4988,87
4989,61
4990,47
4991,56
4992,68
4993,69
4994,82
4995,75
4996,73
4997,44
4998,44
4999,65
5000,44
5001,72
5002,58
5003,67
5004,72
5005,74
5006,73
5007,64
5008,70
5009,90
5010,54
5011,69
5012,51
5013,67
5014,66
5015,51
5016,71
5017,69
5018,47
5019,58
5020,31
5021,50
5022,81
5023,74
5024,74
5025,65
5026,44
5027,73
5028,72
5029,68
5030,76
5031,82
5032,67
5033,67
5034,64
5035,70
5036,42
5037,67
5038,70
5039,74
5040,85
5041,87
5042,61
5043,69
5044,56
5045,73
5046,79
5047,68
5048,72
5049,72
5050,43
5051,72
5052,46
5053,78
5054,58
5055,30
5056,81
5057,49
5058,58
5059,56
5060,52
5061,68
5062,83
5063,78
5064,76
5065,34
5066,65
5067,44
5068,83
5069,43
5070,65
5071,78
5072,39
5073,70
5074,61
5075,64
5076,56
5077,37
5078,70
5079,63
5080,92
5081,87
5082,73
5083,83
5084,70
5085,58
5086,48
5087,64
5088,75
5089,81
5090,80
5091,79
5092,51
5093,36
5094,36
5095,44
5096,65
5097,70
5098,76
5099,73
5100,73
5101,81
5102,75
5103,77
5104,33
5105,75
5106,71
5107,79
5108,72
5109,71
5110,68
5111,85
5112,63
5113,74
5114,89
5115,71
5116,80
5117,81
5118,83
5119,59
5120,83
5121,78
5122,71
5123,71
5124,63
5125,44
5126,84
5127,35
5128,58
5129,56
5130,75
5131,81
5132,57
5133,65
5134,81
5135,54
5136,61
5137,60
5138,68
5139,64
5140,73
5141,84
5142,57
5143,56
5144,34
5145,51
5146,69
5147,75
5148,59
5149,70
5150,63
5151,63
5152,73
5153,48
5154,71
5155,39
5156,63
5157,74
5158,35
5159,58
5160,62
5161,71
5162,49
5163,73
5164,64
5165,54
5166,72
5167,61
5168,37
5169,31
5170,56
5171,79
5172,83
5173,31
5174,72
5175,38
5176,68
5177,65
5178,70
5179,78
5180,65
5181,87
5182,71
5183,81
5184,71
5185,91
5186,70
5187,68
5188,79
5189,90
5190,61
5191,68
5192,85
5193,68
5194,61
5195,67
5196,71
5197,66
5198,73
5199,76
5200,58
5201,73
5202,73
5203,70
5204,68
5205,78
5206,73
5207,62
5208,78
5209,65
5210,74
5211,68
5212,68
5213,71
5214,65
5215,70
5216,68
5217,72
5218,85
5219,77
5220,30
5221,64
5222,75
5223,56
5224,68
5225,57
5226,72
5227,81
5228,44
5229,83
5230,74
5231,69
5232,79
5233,84
5234,57
5235,77
5236,81
5237,66
5238,57
5239,65
5240,52
5241,65
5242,76
5243,71
5244,72
5245,71
5246,46
5247,77
5248,72
5249,67
5250,77
5251,66
5252,68
5253,68
5254,62
5255,58
5256,75
5257,72
5258,81
5259,72
5260,55
5261,57
5262,73
5263,72
5264,77
5265,79
5266,66
5267,67
5268,36
5269,76
5270,40
5271,63
5272,69
5273,77
5274,69
5275,65
5276,72
5277,83
5278,77
5279,72
5280,57
5281,77
5282,40
5283,70
5284,49
5285,65
5286,48
5287,62
5288,66
5289,69
5290,91
5291,76
5292,72
5293,66
5294,82
5295,91
5296,87
5297,78
5298,77
5299,38
5300,76
5301,70
5302,52
5303,61
5304,61
5305,28
5306,73
5307,63
5308,74
5309,79
5310,71
5311,82
5312,52
5313,81
5314,57
5315,21
5316,74
5317,64
5318,92
5319,57
5320,74
5321,77
5322,19
5323,58
5324,53
5325,82
5326,80
5327,63
5328,85
5329,68
5330,85
5331,42
5332,69
5333,78
5334,38
5335,77
5336,62
5337,72
5338,64
5339,73
5340,76
5341,52
5342,45
5343,61
5344,62
5345,78
5346,74
5347,77
5348,63
5349,72
5350,74
5351,80
5352,77
5353,75
5354,37
5355,37
5356,71
5357,92
5358,78
5359,81
5360,62
5361,37
5362,67
5363,37
5364,41
5365,74
5366,71
5367,74
5368,72
5369,65
5370,40
5371,71
5372,79
5373,35
5374,68
5375,69
5376,75
5377,73
5378,59
5379,48
5380,62
5381,60
5382,71
5383,69
5384,55
5385,72
5386,56
5387,77
5388,28
5389,55
5390,60
5391,69
5392,38
5393,80
5394,78
5395,39
5396,68
5397,71
5398,81
5399,37
5400,40
5401,74
5402,70
5403,78
5404,72
5405,39
5406,39
5407,32
5408,21
5409,74
5410,61
5411,64
5412,80
5413,77
5414,52
5415,71
5416,87
5417,59
5418,72
5419,90
5420,56
5421,61
5422,68
5423,30
5424,80
5425,70
5426,84
5427,29
5428,80
5429,66
5430,90
5431,84
5432,63
5433,78
5434,63
5435,68
5436,77
5437,60
5438,74
5439,64
5440,75
5441,73
5442,61
5443,79
5444,57
5445,66
5446,91
5447,71
5448,69
5449,79
5450,75
5451,77
5452,69
5453,72
5454,73
5455,79
5456,54
5457,54
5458,72
5459,61
5460,73
5461,67
5462,66
5463,73
5464,80
5465,62
5466,57
5467,80
5468,70
5469,63
5470,72
5471,63
5472,21
5473,74
5474,71
5475,51
5476,43
5477,81
5478,67
5479,73
5480,36
5481,71
5482,91
5483,60
5484,34
5485,56
5486,80
5487,62
5488,58
5489,69
5490,47
5491,72
5492,52
5493,71
5494,66
5495,83
5496,73
5497,72
5498,65
5499,51
5500,77
5501,78
5502,70
5503,68
5504,73
5505,76
5506,42
5507,67
5508,67
5509,59
5510,75
5511,83
5512,78
5513,47
5514,64
5515,66
5516,72
5517,53
5518,22
5519,67
5520,69
5521,63
5522,63
5523,67
5524,89
5525,28
5526,78
5527,67
5528,81
5529,49
5530,72
5531,77
5532,51
5533,33
5534,49
5535,76
5536,80
5537,66
5538,68
5539,79
5540,68
5541,61
5542,60
5543,62
5544,85
5545,63
5546,73
5547,78
5548,57
5549,47
5550,69
5551,69
5552,81
5553,73
5554,44
5555,69
5556,63
5557,66
5558,34
5559,34
5560,43
5561,76
5562,68
5563,81
5564,74
5565,72
5566,62
5567,68
5568,62
5569,35
5570,70
5571,69
5572,65
5573,71
5574,49
5575,75
5576,70
5577,59
5578,56
5579,32
5580,33
5581,46
5582,78
5583,81
5584,65
5585,70
5586,61
5587,66
5588,57
5589,70
5590,60
5591,77
5592,80
5593,74
5594,73
5595,40
5596,78
5597,73
5598,74
5599,34
5600,64
5601,60
5602,76
5603,69
5604,70
5605,76
5606,71
5607,45
5608,58
5609,79
5610,79
5611,71
5612,67
5613,30
5614,72
5615,83
5616,35
5617,36
5618,60
5619,73
5620,61
5621,72
5622,83
5623,82
5624,70
5625,65
5626,84
5627,73
5628,66
5629,53
5630,52
5631,72
5632,77
5633,71
5634,71
5635,33
5636,66
5637,61
5638,44
5639,79
5640,81
5641,75
5642,55
5643,72
5644,59
5645,61
5646,63
5647,68
5648,72
5649,61
5650,62
5651,61
5652,77
5653,44
5654,90
5655,67
5656,75
5657,38
5658,78
5659,43
5660,79
5661,79
5662,54
5663,51
5664,37
5665,90
5666,72
5667,73
5668,73
5669,48
5670,78
5671,80
5672,74
5673,65
5674,72
5675,64
5676,66
5677,50
5678,73
5679,73
5680,79
5681,80
5682,65
5683,70
5684,73
5685,71
5686,42
5687,69
5688,64
5689,44
5690,87
5691,74
5692,80
5693,78
5694,63
5695,33
5696,90
5697,61
5698,55
5699,79
5700,79
5701,50
5702,56
5703,71
5704,50
5705,74
5706,58
5707,72
5708,70
5709,46
5710,73
5711,57
5712,57
5713,51
5714,55
5715,62
5716,70
5717,80
5718,64
5719,65
5720,71
5721,48
5722,34
5723,55
5724,82
5725,75
5726,86
5727,59
5728,77
5729,78
5730,80
5731,67
5732,45
5733,68
5734,72
5735,66
5736,75
5737,71
5738,70
5739,92
5740,76
5741,83
5742,67
5743,57
5744,30
5745,79
5746,82
5747,59
5748,80
5749,71
5750,73
5751,45
5752,70
5753,66
5754,34
5755,56
5756,61
5757,42
5758,58
5759,59
5760,82
5761,51
5762,45
5763,45
5764,63
5765,74
5766,55
5767,93
5768,53
5769,56
5770,62
5771,71
5772,32
5773,65
5774,71
5775,63
5776,38
5777,52
5778,57
5779,71
5780,74
5781,58
5782,73
5783,38
5784,63
5785,69
5786,88
5787,59
5788,60
5789,79
5790,72
5791,71
5792,82
5793,59
5794,78
5795,55
5796,55
